Disease,Description,Source,Source_URL,Retrieved_Date,Canonical_Query
acute otitis media,"Otitis media is a group of inflammatory diseases of the middle ear. One of the two main types is acute otitis media (AOM), an infection of rapid onset that usually presents with ear pain. In young children, this may result in pulling at the ear, increased crying, and poor sleep. Decreased eating and a fever may also be present.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Otitis_media,2026-02-07,acute otitis media
astigmatism,"Astigmatism is a type of refractive error due to rotational asymmetry in the eye's refractive power. The lens and cornea of an eye without astigmatism are nearly spherical, with only a single radius of curvature, and any refractive errors present can be corrected with simple glasses. In an eye with astigmatism, either the lens or the cornea is slightly egg-shaped, with higher curvature in one direction than the other. This gives distorted or blurred vision at any distance and requires corrective lenses that apply different optical powers at different rotational angles. Astigmatism can lead to symptoms that include eyestrain, headaches, and trouble driving at night. Astigmatism often is present at birth, but can change or develop later in life. If it occurs in early life and is left untreated, it may result in amblyopia.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Astigmatism,2026-02-07,astigmatism
tuberous sclerosis,"Tuberous sclerosis complex (TSC) is a rare, multi-system genetic disorder that causes benign tumors to grow in various organs, including the brain, kidneys, heart, liver, eyes, lungs, and skin. Symptoms may include seizures, intellectual disability, and developmental delay.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Tuberous_sclerosis,2026-02-07,tuberous sclerosis
empyema,"An empyema is a collection or gathering of pus within a naturally existing anatomical cavity. The term is most commonly used to refer to pleural empyema, which is empyema of the pleural cavity. It is similar to or the same as abscess in meaning, but the context of use may sometimes be different. For instance, an appendicular empyema is in medicine now generally called an abscess.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Empyema,2026-02-07,empyema
presbyacusis,"Presbycusis, or age-related hearing loss, is the cumulative effect of aging on hearing. It is a progressive and irreversible bilateral symmetrical age-related sensorineural hearing loss resulting from degeneration of the cochlea or associated structures of the inner ear or auditory nerves. The hearing loss is most marked at higher frequencies. Hearing loss that accumulates with age but is caused by factors other than normal aging is not presbycusis, although differentiating the individual effects of distinct causes of hearing loss can be difficult.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Presbycusis,2026-02-07,presbyacusis
neonatal jaundice,"Neonatal jaundice is a yellowish discoloration of the white part of the eyes and skin in a newborn baby due to high bilirubin levels. Other symptoms may include excess sleepiness or poor feeding. Complications may include seizures, cerebral palsy, or bilirubin encephalopathy.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Neonatal_jaundice,2026-02-07,neonatal jaundice
copd,"Chronic obstructive pulmonary disease (COPD) is a type of progressive lung disease characterized by chronic respiratory symptoms and airflow limitation. GOLD defines COPD as a heterogeneous lung condition characterized by chronic respiratory symptoms due to abnormalities of the airways or alveoli (emphysema) that cause persistent, often progressive, airflow obstruction.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Chronic_obstructive_pulmonary_disease,2026-02-07,copd
dislocation of the elbow,"The elbow is the region between the upper arm and the forearm that surrounds the elbow joint. The elbow includes prominent landmarks such as the olecranon, the cubital fossa, and the lateral and the medial epicondyles of the humerus. The elbow joint is a hinge joint between the arm and the forearm; more specifically between the humerus in the upper arm and the radius and ulna in the forearm which allows the forearm and hand to be moved towards and away from the body.
The term elbow is specifically used for humans and other primates, and in other vertebrates it is not used. In those cases, forelimb plus joint is used.",Wikipedia_search,https://en.wikipedia.org/wiki/Elbow,2026-02-07,elbow dislocation | wiki_title:Elbow
spondylosis,"Spondylosis is the degeneration of the vertebral column from any cause. In the more narrow sense, it refers to spinal osteoarthritis, the age-related degeneration of the spinal column, which is the most common cause of spondylosis. The degenerative process in osteoarthritis chiefly affects the vertebral bodies, the neural foramina and the facet joints. If severe, it may cause pressure on the spinal cord or nerve roots with subsequent sensory or motor disturbances, such as pain, paresthesia, imbalance, and muscle weakness in the limbs.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Spondylosis,2026-02-07,spondylosis
herpangina,"Herpangina, also called mouth blisters, is a painful mouth infection caused by coxsackieviruses. Usually, herpangina is produced by one particular strain of coxsackie virus A, but it can also be caused by coxsackievirus B or echoviruses. Most cases of herpangina occur in the summer, affecting mostly children. However, it occasionally occurs in adolescents and adults. It was first characterized in 1920.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Herpangina,2026-02-07,herpangina
injury to the shoulder,"Shoulder problems, including pain, are one of the more common reasons for physician visits for musculoskeletal symptoms. The shoulder is the most movable joint in the body. However, it is an unstable joint because of the range of motion allowed. This instability increases the likelihood of joint injury, often leading to a degenerative process in which tissues break down and no longer function well.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Shoulder_problems,2026-02-07,shoulder injury
poisoning due to antidepressants,"Tricyclic antidepressant overdose is poisoning caused by excessive medication of the tricyclic antidepressant (TCA) type. Symptoms may include elevated body temperature, blurred vision, dilated pupils, sleepiness, confusion, seizures, rapid heart rate, and cardiac arrest. If symptoms have not occurred within six hours of exposure they are unlikely to occur.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Tricyclic_antidepressant_overdose,2026-02-07,antidepressant overdose
infection of open wound,"An infection is the invasion of tissues by pathogens, their multiplication, and the reaction of host tissues to the infectious agent and the toxins they produce. An infectious disease, also known as a transmissible disease or communicable disease, is an illness resulting from an infection.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Infection,2026-02-07,wound infection
dvt,"DVT most often refers to deep vein thrombosis, a type of venous thrombosis involving the formation of a blood clot in a deep vein, most commonly in the legs or pelvis.",Wikipedia_fallback,https://en.wikipedia.org/wiki/DVT_(disambiguation),2026-02-07,dvt
protein deficiency,"Protein–energy undernutrition (PEU), once called protein–energy malnutrition (PEM), is a form of malnutrition that is defined as a range of conditions arising from coincident lack of dietary protein and/or energy (calories) in varying proportions. The condition has mild, moderate, and severe degrees.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Protein%E2%80%93energy_malnutrition,2026-02-07,protein deficiency
myoclonus,"Myoclonus is a brief, involuntary, irregular twitching of a muscle, a joint, or a group of muscles, different from clonus, which is rhythmic or regular. Myoclonus describes a medical sign and, generally, is not a diagnosis of a disease. It belongs to the hyperkinetic movement disorders, among tremor and chorea for example. These myoclonic twitches, jerks, or seizures are usually caused by sudden muscle contractions or brief lapses of contraction. The most common circumstance under which they occur is while falling asleep. Myoclonic jerks occur in healthy people and are experienced occasionally by everyone. However, when they appear with more persistence and become more widespread they can be a sign of various neurological disorders. Hiccups are a kind of myoclonic jerk specifically affecting the diaphragm. When a spasm is caused by another person it is known as a provoked spasm. Shuddering attacks in babies fall in this category.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Myoclonus,2026-02-07,myoclonus
